[W][16:27:10.077641] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][16:27:10.080668] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][16:27:10.080670] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][16:27:10.080701] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][16:27:10.080702] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[E][16:27:10.080758] default      | [      pipewire.c:  124 main()] failed to create context: Resource temporarily unavailable
[E][16:27:10.281746] mod.rt       | [     module-rt.c:  294 pw_rtkit_bus_get()] Failed to connect to session bus: Failed to connect to socket /tmp/dbus-rGRegUaFvX: No such file or directory
[W][16:27:10.282247] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][16:27:10.282253] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[W][16:27:10.282294] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][16:27:10.282296] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][16:27:10.282330] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][16:27:10.282331] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[E][16:27:10.282377] mod.protocol-native | [module-protocol-:  803 lock_socket()] server 0x55d6b4416bc0: unable to lock lockfile '/run/user/1000/pipewire-0.lock': Resource temporarily unavailable (maybe another daemon is running)
[E][16:27:10.282448] pw.conf      | [          conf.c:  602 load_module()] 0x55d6b43d3380: could not load mandatory module "libpipewire-module-protocol-native": Resource temporarily unavailable
[E][16:27:10.282577] default      | [      pipewire.c:  124 main()] failed to create context: Resource temporarily unavailable
[W][19:39:21.563147] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][19:39:21.563317] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[W][19:39:21.563396] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][19:39:21.563400] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][19:39:21.563470] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][19:39:21.563473] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[W][20:16:34.531679] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:34.531697] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[W][20:16:34.531729] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:34.531731] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][20:16:34.531757] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:34.531759] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[W][20:16:34.532517] mod.protocol-pulse | [        server.c:  634 start_unix_server()] server 0x55f3bdeb6450: socket '/run/user/1000/pulse/native' is in use
[W][20:16:34.532544] mod.protocol-pulse | [        server.c: 1062 servers_create_and_start()] pulse-server 0x55f3bdeb6560: failed to start server on 'unix:/run/user/1000/pulse/native': Address already in use
[E][20:16:34.532549] mod.protocol-pulse | [  pulse-server.c: 5538 pw_protocol_pulse_new()] 0x55f3bdeb6560: no servers could be started: Address already in use
[E][20:16:34.532580] pw.conf      | [          conf.c:  602 load_module()] 0x55f3bde68380: could not load mandatory module "libpipewire-module-protocol-pulse": Address already in use
[E][20:16:34.532667] default      | [      pipewire.c:  124 main()] failed to create context: Address already in use
[W][20:16:34.724685] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:34.724724] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[W][20:16:34.724813] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:34.724817] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][20:16:34.724870] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:34.724873] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[W][20:16:34.725322] mod.protocol-pulse | [        server.c:  634 start_unix_server()] server 0x563b6cb39450: socket '/run/user/1000/pulse/native' is in use
[W][20:16:34.725347] mod.protocol-pulse | [        server.c: 1062 servers_create_and_start()] pulse-server 0x563b6cb39560: failed to start server on 'unix:/run/user/1000/pulse/native': Address already in use
[E][20:16:34.725352] mod.protocol-pulse | [  pulse-server.c: 5538 pw_protocol_pulse_new()] 0x563b6cb39560: no servers could be started: Address already in use
[E][20:16:34.725379] pw.conf      | [          conf.c:  602 load_module()] 0x563b6caeb380: could not load mandatory module "libpipewire-module-protocol-pulse": Address already in use
[E][20:16:34.725458] default      | [      pipewire.c:  124 main()] failed to create context: Address already in use
[W][20:16:34.925224] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:34.925262] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[W][20:16:34.925306] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:34.925310] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][20:16:34.925348] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:34.925351] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[W][20:16:34.926091] mod.protocol-pulse | [        server.c:  634 start_unix_server()] server 0x55cd356f4440: socket '/run/user/1000/pulse/native' is in use
[W][20:16:34.926114] mod.protocol-pulse | [        server.c: 1062 servers_create_and_start()] pulse-server 0x55cd356f4550: failed to start server on 'unix:/run/user/1000/pulse/native': Address already in use
[E][20:16:34.926118] mod.protocol-pulse | [  pulse-server.c: 5538 pw_protocol_pulse_new()] 0x55cd356f4550: no servers could be started: Address already in use
[E][20:16:34.926145] pw.conf      | [          conf.c:  602 load_module()] 0x55cd356a6380: could not load mandatory module "libpipewire-module-protocol-pulse": Address already in use
[E][20:16:34.926222] default      | [      pipewire.c:  124 main()] failed to create context: Address already in use
[W][20:16:35.125142] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:35.125174] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[W][20:16:35.125262] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:35.125265] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][20:16:35.125302] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:35.125306] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[W][20:16:35.125778] mod.protocol-pulse | [        server.c:  634 start_unix_server()] server 0x5639baa71450: socket '/run/user/1000/pulse/native' is in use
[W][20:16:35.125802] mod.protocol-pulse | [        server.c: 1062 servers_create_and_start()] pulse-server 0x5639baa71560: failed to start server on 'unix:/run/user/1000/pulse/native': Address already in use
[E][20:16:35.125805] mod.protocol-pulse | [  pulse-server.c: 5538 pw_protocol_pulse_new()] 0x5639baa71560: no servers could be started: Address already in use
[E][20:16:35.125833] pw.conf      | [          conf.c:  602 load_module()] 0x5639baa23380: could not load mandatory module "libpipewire-module-protocol-pulse": Address already in use
[E][20:16:35.125922] default      | [      pipewire.c:  124 main()] failed to create context: Address already in use
[W][20:16:37.532054] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:37.532066] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[E][20:16:37.532046] mod.protocol-native | [module-protocol-:  803 lock_socket()] server 0x55d75d5e5ed0: unable to lock lockfile '/run/user/1000/pipewire-0.lock': Resource temporarily unavailable (maybe another daemon is running)
[E][20:16:37.532091] pw.conf      | [          conf.c:  602 load_module()] 0x55d75d5a4380: could not load mandatory module "libpipewire-module-protocol-native": Resource temporarily unavailable
[W][20:16:37.532193] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:37.532199] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][20:16:37.532253] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:37.532255] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[E][20:16:37.532317] default      | [      pipewire.c:  124 main()] failed to create context: Resource temporarily unavailable
[W][20:16:37.534731] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:37.534748] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[E][20:16:37.534732] mod.protocol-native | [module-protocol-:  803 lock_socket()] server 0x55a6305f0f40: unable to lock lockfile '/run/user/1000/pipewire-0.lock': Resource temporarily unavailable (maybe another daemon is running)
[W][20:16:37.534780] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[E][20:16:37.534780] pw.conf      | [          conf.c:  602 load_module()] 0x55a6305af380: could not load mandatory module "libpipewire-module-protocol-native": Resource temporarily unavailable
[W][20:16:37.534782] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][20:16:37.534812] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:37.534813] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[E][20:16:37.534856] default      | [      pipewire.c:  124 main()] failed to create context: Resource temporarily unavailable
[E][20:16:37.735402] mod.protocol-native | [module-protocol-:  803 lock_socket()] server 0x55d2d9ab7ed0: unable to lock lockfile '/run/user/1000/pipewire-0.lock': Resource temporarily unavailable (maybe another daemon is running)
[E][20:16:37.735443] pw.conf      | [          conf.c:  602 load_module()] 0x55d2d9a76380: could not load mandatory module "libpipewire-module-protocol-native": Resource temporarily unavailable
[W][20:16:37.735455] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:37.735468] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[W][20:16:37.735526] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:37.735529] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][20:16:37.735569] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:37.735572] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[E][20:16:37.735629] default      | [      pipewire.c:  124 main()] failed to create context: Resource temporarily unavailable
[E][20:16:37.935211] mod.protocol-native | [module-protocol-:  803 lock_socket()] server 0x55c4c533fed0: unable to lock lockfile '/run/user/1000/pipewire-0.lock': Resource temporarily unavailable (maybe another daemon is running)
[W][20:16:37.935236] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:37.935246] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[E][20:16:37.935253] pw.conf      | [          conf.c:  602 load_module()] 0x55c4c52fe380: could not load mandatory module "libpipewire-module-protocol-native": Resource temporarily unavailable
[W][20:16:37.935291] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:37.935294] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][20:16:37.935335] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:16:37.935340] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[E][20:16:37.935385] default      | [      pipewire.c:  124 main()] failed to create context: Resource temporarily unavailable
[W][20:18:34.796858] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:18:34.796980] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[W][20:18:34.797022] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:18:34.797024] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][20:18:34.797058] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:18:34.797060] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
[E][20:18:34.801766] mod.fallback-sink | [module-fallback-:  426 pipewire__module_init()] can't connect: Host is down
[E][20:18:34.801799] default      | [           cmd.c:   51 do_cmd()] can't run command load-module module-always-sink: Host is down
[W][20:18:37.797589] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:18:37.797626] mod.rt       | [     module-rt.c:  995 do_rtkit_setup()] RTKit does not give us MaxRealtimePriority, using 1
[W][20:18:37.797755] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:18:37.797775] mod.rt       | [     module-rt.c: 1000 do_rtkit_setup()] RTKit does not give us MinNiceLevel, using 0
[W][20:18:37.797872] mod.rt       | [     module-rt.c:  330 translate_error()] RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
[W][20:18:37.797876] mod.rt       | [     module-rt.c: 1005 do_rtkit_setup()] RTKit does not give us RTTimeUSecMax, using -1
W 20:21:41.058044             mod.rt ../pipewire/src/modules/module-rt.c:330:translate_error: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
W 20:21:41.058078             mod.rt ../pipewire/src/modules/module-rt.c:995:do_rtkit_setup: RTKit does not give us MaxRealtimePriority, using 1
W 20:21:41.058124             mod.rt ../pipewire/src/modules/module-rt.c:330:translate_error: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
W 20:21:41.058128             mod.rt ../pipewire/src/modules/module-rt.c:1000:do_rtkit_setup: RTKit does not give us MinNiceLevel, using 0
W 20:21:41.058163             mod.rt ../pipewire/src/modules/module-rt.c:330:translate_error: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
W 20:21:41.058166             mod.rt ../pipewire/src/modules/module-rt.c:1005:do_rtkit_setup: RTKit does not give us RTTimeUSecMax, using -1
E 20:21:41.340087            default ../pipewire/spa/plugins/bluez5/upower.c:54:upower_get_percentage_properties_reply: Failed to get percentage from UPower: org.freedesktop.DBus.Error.NameHasNoOwner
N 20:21:41.343694          wp-device ../wireplumber/lib/wp/device.c:710:wp_spa_device_new_from_spa_factory: SPA handle 'api.libcamera.enum.manager' could not be loaded; is it installed?
N 20:21:41.343712 s-monitors-libcame enumerate-device.lua:30:chunk: PipeWire's libcamera SPA plugin is missing or broken. Some camera types may not be supported.
